UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
4310,M46668,M,300.1,311.1,1313,21.9,199,0,0,0,0,0,0,11.0,4358.099999999999,300.27,310.71000000000004,33.57,141.3,13.7,81.0,3.8000000000000114,1.900000000000034,8.2,118.0,2.0341801515320217,1.792856194269516,12.866325556791042,61.49805778324303,80,0.75,Medium,Day,69,2,16.424999999999997,398,24888.0
4311,L21945,L,302.0,312.5,1514,51.0,104,0,0,0,0,0,0,10.5,5304.0,300.52,310.99,34.44,128.8,21.9,199.0,1.8999999999999773,1.3999999999999773,29.1,-95.0,2.0820929640890284,1.8357257117786203,13.783661825992898,53.92958371803011,33,0.9,Medium,Night,102,2,45.9,208,10312.5
4312,H56526,H,298.7,307.5,1495,37.3,162,0,0,0,0,0,0,8.800000000000011,6042.599999999999,300.39,310.74,33.51,133.7,51.0,104.0,-3.300000000000012,-5.0,-13.700000000000005,58.0,2.157390398915152,2.131874501204518,13.172230891791552,54.55690199741515,84,0.44,Low,Day,32,1,16.412,162,25830.0
4313,L57717,L,297.5,308.5,1235,49.8,27,0,0,0,0,0,0,11.0,1344.6,300.27,310.77000000000004,35.02,122.6,37.3,162.0,-1.1999999999999886,1.0,12.5,-135.0,2.291069619194919,2.0939330351165863,14.152801057662684,64.0506743827801,36,0.81,Low,Day,10,1,40.338,27,11106.0
4314,M69426,M,299.6,309.1,1402,32.4,156,0,0,0,0,0,0,9.5,5054.4,300.05,310.51,36.4,123.4,49.8,27.0,2.1000000000000227,0.6000000000000227,-17.4,129.0,2.2327113561761536,2.126786830460478,12.999658115162516,64.45187696603162,57,0.72,Low,Day,108,1,23.328,156,17618.7
4315,H94166,H,299.9,309.7,1533,25.3,238,0,0,0,0,0,0,9.800000000000011,6021.400000000001,299.64,309.99,35.77,131.9,32.4,156.0,0.2999999999999545,0.5999999999999659,-7.099999999999998,82.0,1.7513169647751046,1.4677647404584635,13.404481008644495,73.7268984533838,57,0.63,Medium,Night,54,2,15.939,476,17652.899999999998
4316,L98896,L,298.2,306.5,1764,37.3,51,0,0,0,0,0,0,8.300000000000011,1902.3,299.42,309.54,33.959999999999994,135.6,25.3,238.0,-1.6999999999999886,-3.1999999999999886,11.999999999999996,-187.0,1.7831308296234332,1.7802621529804834,11.55356606805404,67.84655890725452,33,0.6,High,Day,82,3,22.38,153,10114.5
4317,M88349,M,304.2,313.0,1504,34.2,109,0,0,0,0,0,0,8.800000000000011,3727.8,299.82,309.76,33.84,131.4,37.3,51.0,6.0,6.5,-3.0999999999999943,58.0,2.33942063102958,2.0662365143743595,11.543174991694864,68.08687261302457,51,0.77,Medium,Night,87,2,26.334000000000003,218,15963.0
4318,L14601,L,299.0,309.5,1517,31.6,189,0,0,0,0,0,0,10.5,5972.400000000001,299.55,309.66,33.45,131.6,34.2,109.0,-5.199999999999989,-3.5,-2.6000000000000014,80.0,2.252529442401777,2.050582573048408,11.54674076188702,68.27102850648542,41,0.93,Medium,Night,82,2,29.388,378,12689.5
4319,L22930,L,297.7,308.7,1392,31.9,55,0,0,0,0,0,0,11.0,1754.5,299.68999999999994,309.61,35.27,129.0,31.6,189.0,-1.3000000000000114,-0.8000000000000114,0.2999999999999971,-134.0,2.063680638513566,2.0690577565648387,9.304485178904018,70.85823091842546,74,0.7,Low,Night,35,1,22.33,55,22843.8
4320,L14333,L,299.8,310.5,1734,38.6,1,0,0,0,0,0,0,10.699999999999989,38.6,299.66,309.55,36.940000000000005,109.2,31.9,55.0,2.1000000000000227,1.8000000000000114,6.700000000000003,-54.0,2.059233946020322,2.029367717624056,8.052632419829443,76.5590549111531,32,0.89,Medium,Night,67,2,34.354,2,9936.0
4321,L80935,L,301.8,312.5,1699,35.0,81,0,0,0,0,0,0,10.699999999999989,2835.0,299.64,309.55,35.34,106.9,38.6,1.0,2.0,2.0,-3.6000000000000014,80.0,2.0348082082698675,2.029367717624056,6.360328433168986,77.07636905476761,51,0.64,Medium,Night,65,2,22.400000000000002,162,15937.5
4322,H27839,H,300.0,310.0,1679,30.6,192,0,0,0,0,0,0,10.0,5875.200000000001,299.77000000000004,309.8,34.67,109.9,35.0,81.0,-1.8000000000000114,-2.5,-4.399999999999999,111.0,2.009449897082996,1.898537448786526,6.482634923821945,79.98812411852191,73,0.46,High,Day,17,3,14.076,576,22630.0
4323,M61337,M,301.0,310.6,1558,57.9,62,0,0,0,0,0,0,9.600000000000025,3589.8,300.12,310.01,35.480000000000004,113.4,30.6,192.0,1.0,0.6000000000000227,27.3,-130.0,1.8701158609378428,1.8543941807979816,8.70744253817133,76.65391198250927,31,0.44,High,Night,42,3,25.476,186,9628.6
4324,L50204,L,298.3,308.5,1251,44.5,59,0,0,0,0,0,0,10.199999999999989,2625.5,299.98999999999995,309.95,36.690000000000005,103.7,57.9,62.0,-2.6999999999999886,-2.1000000000000227,-13.4,-3.0,1.9536006643000288,1.8963415069841647,9.065251114987229,76.80140334366057,53,0.43,Medium,Day,121,2,19.134999999999998,118,16350.5
4325,M30195,M,303.0,313.8,1732,41.5,193,0,0,0,0,0,0,10.800000000000011,8009.5,300.3,310.36,38.31,99.2,44.5,59.0,4.699999999999989,5.300000000000011,-3.0,134.0,2.1715329966531733,2.247072169141822,8.210893847674345,68.97793528046232,63,0.63,Medium,Night,121,2,26.145,386,19769.4
4326,H37848,H,301.1,311.1,1548,39.2,108,0,0,0,0,0,0,10.0,4233.6,300.59000000000003,310.82000000000005,38.5,104.9,41.5,193.0,-1.8999999999999773,-2.6999999999999886,-2.299999999999997,-85.0,2.0501761441935087,1.794312000615368,8.206907659607966,66.87542315546348,56,0.6,Low,Night,139,1,23.52,108,17421.600000000002
4327,L99229,L,302.1,313.3,1482,46.5,108,0,0,0,0,0,0,11.199999999999989,5022.0,300.38,310.85,39.73,104.8,39.2,108.0,1.0,2.1999999999999886,7.299999999999997,0.0,1.7203358845160222,1.836814876051898,8.410053507558557,66.86935853671089,84,0.83,Medium,Night,78,2,38.595,216,26317.2
4328,H50854,H,300.7,310.5,1618,45.2,141,0,0,0,0,0,0,9.800000000000011,6373.200000000001,300.55,310.95,41.09,100.0,46.5,108.0,-1.400000000000034,-2.800000000000012,-1.2999999999999972,33.0,1.6514303564547208,1.781541155540671,8.04079183497065,61.67477424180706,70,0.85,Low,Day,28,1,38.42,141,21735.0
4329,L60998,L,301.6,310.7,1578,29.6,27,0,0,0,0,0,0,9.099999999999966,799.2,300.94000000000005,311.15,40.86,97.2,45.2,141.0,0.9000000000000341,0.1999999999999886,-15.6,-114.0,1.3334999895838429,1.6043344068131364,8.359452400991458,64.51494228299266,30,0.43,Medium,Day,39,2,12.728,54,9321.0
4330,M77390,M,298.3,308.2,1346,24.6,43,0,0,0,0,0,0,9.899999999999975,1057.8,300.79,310.92,39.46,101.4,29.6,27.0,-3.300000000000012,-2.5,-5.0,16.0,1.5437688370413911,1.8534052743821403,9.824029496879254,58.6575750531097,37,0.53,Low,Day,100,1,13.038000000000002,43,11403.4
4331,L41558,L,299.0,309.1,1480,17.3,120,0,0,0,0,0,0,10.100000000000025,2076.0,300.51,310.58,37.69,105.3,24.6,43.0,0.6999999999999886,0.9000000000000341,-7.300000000000001,77.0,1.5933542536974428,1.8431856480916404,12.05749651553842,58.44665183833192,52,0.56,Medium,Day,11,2,9.688,240,16073.2
4332,L12985,L,302.7,312.6,1197,57.7,187,1,0,0,1,0,0,9.900000000000034,10789.9,300.78000000000003,310.84000000000003,40.4,104.8,17.3,120.0,3.6999999999999886,3.5,40.400000000000006,67.0,1.7209816320273943,1.9334482724445865,13.271272232407275,57.63833600805852,67,0.73,Medium,Night,115,2,42.121,374,20944.2
4333,L71794,L,303.1,314.4,1553,35.5,148,0,0,0,0,0,0,11.299999999999956,5254.0,300.99,311.22,38.16,113.4,57.7,187.0,0.4000000000000341,1.7999999999999543,-22.200000000000003,-39.0,1.872283216941902,2.23149177806034,11.797947090725332,56.95456278668355,35,0.49,Medium,Night,117,2,17.395,296,11004.0
4334,M53585,M,297.7,308.5,1776,45.8,211,0,0,0,0,0,0,10.800000000000011,9663.8,300.93,311.22,38.29,128.6,35.5,148.0,-5.400000000000034,-5.899999999999977,10.299999999999995,63.0,1.9748698972613377,2.23149177806034,11.88242867056688,60.964835037184585,51,0.48,Medium,Day,168,2,21.983999999999998,422,15733.5
4335,L94814,L,300.5,309.1,1216,41.9,33,1,0,1,0,0,0,8.600000000000023,1382.7,300.68,310.75,38.33,112.6,45.8,211.0,2.800000000000012,0.6000000000000227,-3.899999999999999,-178.0,1.837147547452037,2.1198794514985804,11.895101699625906,63.14216763252107,54,0.97,Low,Day,132,1,40.643,33,16691.4
4336,L50264,L,299.1,310.7,1561,49.0,225,1,0,0,0,1,0,11.599999999999966,11025.0,300.48,310.71,39.31,124.3,41.9,33.0,-1.3999999999999773,1.599999999999966,7.100000000000001,192.0,1.8943189922614343,2.116312306294833,12.36899798330929,72.36182234668613,47,0.88,Medium,Day,64,2,43.12,450,14602.9
4337,L43326,L,298.6,305.9,1657,39.3,109,0,0,0,0,0,0,7.299999999999954,4283.7,300.13,309.97,38.59,124.4,49.0,225.0,-0.5,-4.800000000000011,-9.700000000000005,-116.0,1.8850582071762043,2.3865595879144808,12.110826194405965,72.33748067987398,46,0.51,High,Day,176,3,20.043,327,14071.4
4338,H94816,H,300.6,312.7,1684,26.7,181,0,0,0,0,0,0,12.099999999999966,4832.7,300.12,310.19,36.74,128.4,39.3,109.0,2.0,6.800000000000011,-12.599999999999998,72.0,1.8819611520368065,2.53747468514995,12.398494532267458,74.43296760620716,90,0.64,High,Night,83,3,17.088,543,28143.0
4339,L69261,L,302.3,312.0,1404,29.6,166,0,0,0,0,0,0,9.699999999999989,4913.6,300.19000000000005,310.32,36.74,142.3,26.7,181.0,1.6999999999999886,-0.6999999999999886,2.900000000000002,-15.0,1.95473783408362,2.5990596590131787,12.398494532267458,65.88044727636051,41,0.61,Medium,Night,159,2,18.056,332,12792.0
4340,L44022,L,300.9,310.7,1340,36.4,3,0,0,0,0,0,0,9.800000000000011,109.2,300.45,310.57,37.92,138.3,29.6,166.0,-1.400000000000034,-1.3000000000000114,6.799999999999997,-163.0,1.845264208724033,2.490448420130601,11.653878705773788,73.36824926356083,35,0.87,Medium,Night,2,2,31.668,6,10874.5
4341,L25667,L,299.4,309.3,1432,24.1,234,0,0,0,0,0,0,9.900000000000034,5639.400000000001,300.49,310.59000000000003,38.6,149.7,36.4,3.0,-1.5,-1.3999999999999773,-12.299999999999995,231.0,1.814417568011577,2.4781041140350832,10.453601187044413,78.86000253613973,55,0.71,Medium,Day,43,2,17.111,468,17011.5
4342,L28065,L,301.0,311.4,1751,31.4,155,0,0,0,0,0,0,10.399999999999975,4867.0,300.32,310.47,35.97,146.5,24.1,234.0,1.6000000000000227,2.099999999999966,7.299999999999997,-79.0,1.6571729608644188,2.397707238175258,8.174220995843497,77.82066278023807,56,0.48,Low,Day,41,1,15.072,155,17438.399999999998
4343,M97191,M,299.3,309.3,1231,28.0,38,0,0,0,0,0,0,10.0,1064.0,299.94,309.96000000000004,35.22,135.5,31.4,155.0,-1.6999999999999886,-2.099999999999966,-3.3999999999999986,-117.0,1.3574485871164967,1.9738287666360208,8.55723215895317,85.0258130739653,37,0.84,Low,Night,60,1,23.52,38,11444.1
4344,M20006,M,300.8,310.7,1320,36.6,192,0,0,0,0,0,0,9.899999999999975,7027.200000000001,300.25,310.18,34.3,133.6,28.0,38.0,1.5,1.3999999999999773,8.600000000000001,154.0,1.1227446528723548,1.9147381602248648,7.749838707999059,83.34693222375444,48,0.64,Low,Day,112,1,23.424000000000003,192,14913.599999999999
4345,L81819,L,302.8,314.1,1455,35.0,172,0,0,0,0,0,0,11.300000000000011,6020.0,300.48,310.67999999999995,33.61,147.5,36.6,192.0,2.0,3.400000000000034,-1.6000000000000014,-20.0,1.3846780612587324,2.22850223742754,7.2916161903015375,75.96965768574228,89,0.56,Medium,Day,174,2,19.6,344,27954.9
4346,L55076,L,295.8,306.4,1363,41.1,71,0,0,0,0,0,0,10.599999999999966,2918.1,300.15,310.25,32.82,132.1,35.0,172.0,-7.0,-7.700000000000045,6.100000000000001,-101.0,2.004578093597558,2.606935195034582,5.691279879488258,74.09970760176233,71,0.63,Medium,Day,40,2,25.893,142,21754.399999999998
4347,M78861,M,301.6,310.6,1530,48.4,60,0,0,0,0,0,0,9.0,2904.0,300.45,310.72,33.73,127.2,41.1,71.0,5.800000000000011,4.2000000000000455,7.299999999999997,-11.0,1.9710403344421727,2.112292067346504,7.333189392526792,77.34597597806895,30,0.7,High,Night,59,3,33.879999999999995,180,9318.0
4348,L60393,L,296.9,307.7,1791,37.5,59,0,0,0,0,0,0,10.800000000000011,2212.5,300.08000000000004,310.22,34.809999999999995,115.0,48.4,60.0,-4.7000000000000455,-2.900000000000034,-10.9,-1.0,2.265097496061614,2.182149806447025,6.969050628792058,77.53852089266516,86,0.61,Medium,Day,45,2,22.875,118,26462.2
4349,M13143,M,302.5,313.0,1322,24.9,143,0,0,0,0,0,0,10.5,3560.7,300.1,310.32,34.34,112.7,37.5,59.0,5.600000000000023,5.300000000000011,-12.6,84.0,2.287647991569345,2.2928875535734408,7.497881182188922,76.18697759824582,58,0.55,Medium,Night,42,2,13.695,286,18154.0
4350,M67505,M,298.7,308.2,1511,19.5,50,0,0,0,0,0,0,9.5,975.0,299.88,310.07000000000005,32.65,117.4,24.9,143.0,-3.8000000000000114,-4.800000000000011,-5.399999999999999,-93.0,2.307860962497553,2.381432808672496,8.777401539053518,69.8541337359504,74,0.64,Medium,Day,119,2,12.48,100,22806.8
4351,M22417,M,297.6,308.4,1536,41.5,111,0,0,0,0,0,0,10.799999999999956,4606.5,299.7,309.98,34.39,105.1,19.5,50.0,-1.099999999999966,0.1999999999999886,22.0,61.0,2.417068932037333,2.4302720469573167,8.617353293081251,56.616546462438045,78,0.41,Low,Day,149,1,17.015,111,24055.199999999997
4352,L41300,L,301.4,311.2,1478,33.3,44,0,0,0,0,0,0,9.800000000000011,1465.1999999999998,299.74,309.96,34.58,94.0,41.5,111.0,3.7999999999999545,2.800000000000012,-8.200000000000003,-67.0,2.444131293072376,2.4180800464647705,8.564889569243363,56.62743740155266,64,0.86,Low,Night,131,1,28.637999999999998,44,19916.8
4353,L38896,L,300.7,310.5,1255,38.3,30,0,0,0,0,0,0,9.800000000000011,1149.0,299.88,310.08000000000004,35.61,93.2,33.3,44.0,-0.6999999999999886,-0.6999999999999886,5.0,-14.0,2.456193984376391,2.411454148664377,8.300930336079468,57.555383955129024,69,0.5,Medium,Night,139,2,19.15,60,21424.5
4354,H60629,H,298.0,307.8,1423,43.2,134,0,0,0,0,0,0,9.800000000000011,5788.8,299.6,309.79,36.27,87.4,38.3,30.0,-2.6999999999999886,-2.6999999999999886,4.900000000000006,104.0,2.498888641865077,2.5013107674889468,8.64369391200568,48.74012720541582,43,0.43,Medium,Night,24,2,18.576,268,13235.4
4355,L37606,L,297.5,305.1,1424,54.3,246,1,0,0,0,1,1,7.600000000000023,13357.8,299.07,308.89,38.2,94.8,43.2,134.0,-0.5,-2.6999999999999886,11.099999999999994,112.0,2.2988161204309847,2.395110760603653,10.32063736188586,65.68409244253967,64,0.79,High,Night,50,3,42.897,738,19526.4
4356,M49916,M,299.6,309.1,1651,22.5,50,0,0,0,0,0,0,9.5,1125.0,299.45,309.16,36.34,92.7,54.3,246.0,2.1000000000000227,4.0,-31.8,-196.0,1.991788699189761,2.229698534680957,11.363313288336656,66.8548178268909,77,0.86,Medium,Day,88,2,19.35,100,23800.7
4357,L71330,L,297.6,308.3,1613,29.8,132,0,0,0,0,0,0,10.699999999999989,3933.6,299.05,308.93,34.480000000000004,99.9,22.5,50.0,-2.0,-0.8000000000000114,7.300000000000001,82.0,1.91209599944901,2.1827861909860204,10.671124068667242,66.81890949923346,74,0.89,High,Day,21,3,26.522000000000002,396,22814.2
4358,M17551,M,297.9,307.9,1260,39.1,193,0,0,0,0,0,0,10.0,7546.3,299.15,308.95,34.64,113.3,29.8,132.0,0.2999999999999545,-0.4000000000000341,9.3,61.0,1.810616837801725,2.171149209265113,10.733250517278863,71.01024965141023,49,0.7,Medium,Night,153,2,27.37,386,15087.099999999999
4359,L66422,L,300.2,308.9,1468,28.5,40,0,0,0,0,0,0,8.699999999999989,1140.0,298.92,308.54,35.0,103.0,39.1,193.0,2.300000000000012,1.0,-10.6,-153.0,1.447449864799773,1.6446546412223184,10.426248925988045,73.64479313268272,85,0.52,Medium,Night,132,2,14.82,80,26256.499999999996
4360,L77782,L,298.1,309.0,1448,25.1,239,0,0,0,0,0,0,10.899999999999975,5998.900000000001,298.86,308.62,35.559999999999995,121.9,28.5,40.0,-2.099999999999966,0.1000000000000227,-3.3999999999999986,199.0,1.4698450409625534,1.645735229145125,9.620487398140371,82.2779165727693,78,0.84,Medium,Day,125,2,21.084,478,24102.0
4361,L75391,L,300.9,310.6,1887,52.9,116,0,0,0,0,0,0,9.700000000000044,6136.4,299.19,308.84,36.7,122.4,25.1,239.0,2.7999999999999545,1.6000000000000227,27.8,-123.0,1.5249408003074107,1.7563851766890242,10.981701952692816,82.21948944407569,42,0.82,Low,Day,43,1,43.37799999999999,116,13045.2
4362,M73411,M,303.0,311.8,1590,29.5,67,0,0,0,0,0,0,8.800000000000011,1976.5,299.35,308.9,36.32000000000001,124.7,52.9,116.0,2.1000000000000227,1.1999999999999886,-23.4,-49.0,1.834999243111556,1.8535251699287427,11.17644348121926,80.07642183148144,90,0.55,Low,Day,175,1,16.225,67,28062.0
4363,M83185,M,299.7,311.9,1345,26.9,9,0,0,0,0,0,0,12.199999999999989,242.1,299.25,309.04,35.18,122.6,29.5,67.0,-3.300000000000012,0.0999999999999659,-2.6000000000000014,-58.0,1.7796691327940684,2.032076114060835,11.527917803701108,83.05580453325761,67,0.94,Low,Night,23,1,25.285999999999998,9,20897.3
4364,L10888,L,300.3,309.2,1398,28.5,98,0,0,0,0,0,0,8.899999999999977,2793.0,299.48,309.17999999999995,33.71,119.0,26.9,9.0,0.6000000000000227,-2.6999999999999886,1.6000000000000014,89.0,1.748523186386463,1.9848313670330424,11.327101227685,83.28665359267777,78,0.46,Medium,Night,21,2,13.110000000000001,196,24117.6
4365,L67135,L,304.0,314.9,1470,50.7,64,0,0,0,0,0,0,10.899999999999975,3244.8,300.13,310.16,33.35,100.8,28.5,98.0,3.6999999999999886,5.699999999999989,22.200000000000003,-34.0,2.1029344576878595,2.1582915053859244,10.636128159354945,71.50260290522507,75,0.99,Medium,Day,179,2,50.193000000000005,128,23617.5
4366,M39424,M,297.6,306.9,1602,33.0,230,0,0,0,0,0,0,9.299999999999956,7590.0,299.92999999999995,309.94,34.4,118.8,50.7,64.0,-6.399999999999977,-8.0,-17.700000000000003,166.0,2.248975075203482,2.3791688558074533,9.94160729236254,79.50234098579902,78,0.92,Low,Night,143,1,30.360000000000003,230,23938.199999999997
4367,L51559,L,302.4,312.5,1624,26.1,2,0,0,0,0,0,0,10.100000000000025,52.2,300.41,310.36,34.03,105.8,33.0,230.0,4.7999999999999545,5.600000000000023,-6.899999999999999,-228.0,2.208292452451236,2.427710398250959,10.197390733799429,87.3458006368306,37,0.81,Medium,Day,58,2,21.141000000000002,4,11562.5
4368,L21075,L,302.1,311.2,1573,31.5,170,0,0,0,0,0,0,9.099999999999966,5355.0,300.83,310.68999999999994,33.27,103.5,26.1,2.0,-0.2999999999999545,-1.3000000000000114,5.399999999999999,168.0,2.073135038748402,2.2756928127000164,10.05982659448522,85.0676201618458,72,0.96,Low,Night,26,1,30.24,170,22406.399999999998
4369,L32699,L,301.7,310.5,1500,39.4,172,0,0,0,0,0,0,8.800000000000011,6776.8,300.98,310.85,34.36,116.7,31.5,170.0,-0.4000000000000341,-0.6999999999999886,7.899999999999999,2.0,2.076749597059383,2.190509834109273,10.076066251822263,84.35776984566019,49,0.83,Medium,Night,59,2,32.702,344,15214.5
4370,L57972,L,302.6,313.1,1513,48.8,153,0,0,0,0,0,0,10.5,7466.4,301.43,311.26,36.73,108.1,39.4,172.0,0.9000000000000341,2.6000000000000227,9.4,-19.0,1.859539967004276,2.1894697480833702,10.4367992113376,74.2869062785933,89,0.51,Medium,Day,90,2,24.887999999999998,306,27865.9
4371,L19950,L,300.6,311.0,1514,47.9,80,0,0,0,0,0,0,10.399999999999975,3832.0,301.4,311.3,36.23,104.5,48.8,153.0,-2.0,-2.1000000000000227,-0.8999999999999986,-73.0,1.8714225130150568,2.1797043632349395,9.667476977531972,74.73248587090164,62,0.67,Medium,Day,45,2,32.093,160,19282.0
4372,L15413,L,298.8,310.0,1218,32.2,249,0,0,0,0,0,0,11.199999999999989,8017.800000000001,300.98,311.12,36.5,122.7,47.9,80.0,-1.8000000000000114,-1.0,-15.699999999999996,169.0,1.942392568171096,2.2079653781493405,9.494793895135931,85.91087112687082,55,0.44,Medium,Night,163,2,14.168000000000001,498,17050.0
4373,L49305,L,302.2,312.2,1527,34.6,41,0,0,0,0,0,0,10.0,1418.6,301.23,311.15,37.27,125.9,32.2,249.0,3.3999999999999773,2.1999999999999886,2.3999999999999986,-208.0,1.9200983771086164,2.221736057929934,8.924877839188813,81.69788518954738,68,0.63,Low,Day,94,1,21.798000000000002,41,21229.6
4374,L13569,L,302.3,314.5,1434,60.8,71,0,0,0,0,0,0,12.199999999999989,4316.8,301.43,311.68,40.5,123.2,34.6,41.0,0.1000000000000227,2.300000000000012,26.2,30.0,1.9166231879119533,2.3341903188123423,11.001515047180137,83.155543678365,50,0.84,High,Night,110,3,51.071999999999996,213,15725.0
4375,L76778,L,302.2,312.5,1242,49.8,29,0,0,0,0,0,0,10.300000000000011,1444.1999999999998,301.25,311.44,40.41,119.7,60.8,71.0,-0.1000000000000227,-2.0,-11.0,-42.0,1.723207603407611,2.0753580681667665,10.912118645493688,86.5897735814624,82,0.63,Low,Day,64,1,31.374,29,25625.0
4376,L40085,L,300.1,310.7,1970,37.4,71,0,0,0,0,0,0,10.599999999999966,2655.4,301.5,311.82,40.85,103.8,49.8,29.0,-2.099999999999966,-1.8000000000000114,-12.4,42.0,1.251665557033509,1.3846780612566991,10.666067691515812,78.28551732103642,78,0.6,Low,Day,84,1,22.439999999999998,71,24234.6
4377,L86023,L,298.6,307.2,1593,17.0,220,0,0,0,0,0,0,8.599999999999966,3740.0,301.12,311.29,39.94,125.6,37.4,71.0,-1.5,-3.5,-20.4,149.0,1.500222205762885,1.981273440098266,12.323707955715912,77.13220972964406,71,0.76,Low,Night,77,1,12.92,220,21811.2
4378,M93845,M,300.4,309.8,1540,35.3,114,0,0,0,0,0,0,9.400000000000034,4024.2,300.95,311.15,40.32,120.0,17.0,220.0,1.7999999999999543,2.6000000000000227,18.3,-106.0,1.4729034063515,2.037018518433098,12.090933242172186,75.56748271872286,72,0.92,Medium,Day,27,2,32.476,228,22305.600000000002
4379,L46163,L,301.9,312.4,1471,26.7,249,0,0,0,0,0,0,10.5,6648.3,300.97,311.34000000000003,39.05,127.7,35.3,114.0,1.5,2.599999999999966,-8.599999999999998,135.0,1.4855227287979076,2.058154513148652,12.841966792945286,84.81227636505365,83,0.43,Medium,Night,87,2,11.481,498,25929.199999999997
4380,L59592,L,302.0,312.0,1668,31.3,242,0,0,0,0,0,0,10.0,7574.6,300.91,311.23,37.3,136.6,26.7,249.0,0.1000000000000227,-0.3999999999999772,4.600000000000001,-7.0,1.423181100367006,1.981609895456816,12.55485740438511,92.11731650455302,70,0.63,Medium,Night,159,2,19.719,484,21840.0
4381,L97151,L,299.1,309.3,1329,30.3,209,0,0,0,0,0,0,10.199999999999989,6332.7,300.76,311.06000000000006,35.540000000000006,149.5,31.3,242.0,-2.8999999999999773,-2.6999999999999886,-1.0,-33.0,1.5342026521210186,2.07428702610365,12.13023770033657,92.34265897550618,38,0.49,Medium,Night,12,2,14.847,418,11753.4
4382,L67333,L,300.6,309.8,1482,37.6,23,0,0,0,0,0,0,9.199999999999989,864.8000000000001,300.93999999999994,311.04,36.08,126.9,30.3,209.0,1.5,0.5,7.300000000000001,-186.0,1.376145987086827,2.086570817818824,12.085142393313635,92.93898835018366,53,0.82,Low,Night,102,1,30.832,23,16419.4
4383,L18039,L,297.4,307.5,1367,40.6,72,0,0,0,0,0,0,10.100000000000025,2923.2000000000003,300.46,310.57,36.68,130.0,37.6,23.0,-3.200000000000045,-2.300000000000012,3.0,49.0,1.6893128122923875,2.313270892528458,12.152256306272212,90.2330316458447,66,0.46,High,Day,45,3,18.676000000000002,216,20295.0
4384,L18198,L,302.0,312.1,1667,32.6,83,0,0,0,0,0,0,10.100000000000025,2705.8,300.42999999999995,310.33,33.86,131.2,40.6,72.0,4.600000000000023,4.600000000000023,-8.0,11.0,1.655328097722186,1.957350817360125,8.720626888781226,89.43750145585841,78,0.8,Medium,Night,128,2,26.080000000000002,166,24343.800000000003
4385,M44354,M,298.4,307.3,1390,27.2,115,0,0,0,0,0,0,8.900000000000034,3128.0,300.05,309.81,31.6,139.8,32.6,83.0,-3.6000000000000227,-4.800000000000011,-5.400000000000002,32.0,1.6399525738392278,2.006904747781223,6.86083895096751,82.37421387249228,70,0.57,Medium,Night,32,2,15.503999999999998,230,21511.0
4386,L13824,L,301.6,312.2,1735,38.1,171,0,0,0,0,0,0,10.599999999999966,6515.1,300.2,309.96,31.670000000000005,149.8,27.2,115.0,3.200000000000045,4.899999999999977,10.900000000000002,56.0,1.7120488051187586,2.132916625968506,6.929814812340599,79.09881302663263,46,0.52,Medium,Night,54,2,19.812,342,14361.199999999999
4387,H60420,H,297.7,306.0,1520,34.9,140,0,0,0,0,0,0,8.300000000000011,4886.0,300.11,309.84,33.46,141.8,38.1,171.0,-3.900000000000034,-6.199999999999989,-3.200000000000003,-31.0,1.825407108320936,2.330092988130161,4.659327562356432,75.15731649162447,53,0.96,Low,Day,113,1,33.504,140,16218.0
4388,L99535,L,302.1,312.2,1676,21.0,36,0,0,0,0,0,0,10.099999999999966,756.0,300.28000000000003,310.08000000000004,32.03,134.0,34.9,140.0,4.400000000000034,6.199999999999989,-13.9,-104.0,1.931493377328574,2.4462215762271105,6.025879373354886,82.0907357068317,50,0.41,Low,Night,115,1,8.61,36,15610.0
4389,L13436,L,300.6,312.4,1609,46.0,18,0,0,0,0,0,0,11.799999999999956,828.0,300.15,310.08000000000004,33.96,110.9,21.0,36.0,-1.5,0.1999999999999886,25.0,-18.0,1.8524758208041947,2.4462215762271105,7.120424456761352,78.55988515492888,80,0.66,Medium,Night,32,2,30.360000000000003,36,24992.0
4390,L50857,L,298.4,309.1,1727,32.6,4,0,0,0,0,0,0,10.700000000000044,130.4,299.79,309.79,34.09,87.1,46.0,18.0,-2.200000000000045,-3.2999999999999545,-13.4,-14.0,1.802128371305516,2.363824584580436,7.078205987395442,70.01658533677815,88,0.41,Low,Day,143,1,13.366,4,27200.800000000003
4391,L26057,L,301.4,312.1,1370,37.2,163,0,0,0,0,0,0,10.700000000000044,6063.6,300.02000000000004,310.07000000000005,34.78,82.5,32.6,4.0,3.0,3.0,4.600000000000001,159.0,1.8504053609945967,2.4630829823164486,7.003618112566321,62.19190729776231,68,0.69,Low,Night,104,1,25.668,163,21222.800000000003
